,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
3356,SEM,Select Medical Holdings Corporation,Healthcare,Hospitals,USA,1910000000,14.13,14.44,-0.28%,"479,975"
3357,SEMG,SemGroup Corporation,Basic Materials,Oil & Gas Pipelines,USA,1180000000,-,15.44,-0.32%,"639,047"
3358,SENS,"Senseonics Holdings, Inc.",Healthcare,Medical Appliances & Equipment,USA,367710000,-,2.05,-4.65%,"1,892,202"
3359,SERV,"ServiceMaster Global Holdings, Inc.",Services,Business Services,USA,6330000000,-,46.90,-0.59%,"290,827"
3360,SF,Stifel Financial Corp.,Financial,Investment Brokerage - Regional,USA,4040000000,12.16,57.02,-1.21%,"625,550"
3361,SFE,"Safeguard Scientifics, Inc.",Financial,Asset Management,USA,225500000,-,11.00,-0.54%,"68,543"
3362,SFL,Ship Finance International Limited,Services,Shipping,Bermuda,1350000000,19.52,12.61,-2.17%,"788,872"
3364,SFS,"Smart & Final Stores, Inc.",Services,Grocery Stores,USA,389720000,-,5.27,1.35%,"183,193"
3365,SFUN,Fang Holdings Limited,Technology,Internet Information Providers,China,758190000,-,1.72,10.26%,"1,886,541"
3366,SGB,Southwest Georgia Financial Corporation,Financial,Regional - Mid-Atlantic Banks,USA,51710000,11.02,20.28,-1.79%,297
3371,SGU,"Star Group, L.P.",Basic Materials,Oil & Gas Pipelines,USA,496870000,20.23,9.57,-0.73%,"44,677"
3373,SHAK,Shake Shack Inc.,Services,Specialty Eateries,USA,2120000000,109.85,57.78,-2.13%,"518,813"
3375,SHG,"Shinhan Financial Group Co., Ltd.",Financial,Foreign Regional Banks,South Korea,18610000000,6.85,39.64,-1.32%,"180,881"
3376,SHI,Sinopec Shanghai Petrochemical Company Limited,Basic Materials,Oil & Gas Refining & Marketing,China,7930000000,6.86,50.38,-0.26%,"26,387"
3377,SHLX,"Shell Midstream Partners, L.P.",Basic Materials,Oil & Gas Pipelines,USA,4490000000,13.75,20.41,-1.35%,"359,217"
3379,SHO,"Sunstone Hotel Investors, Inc.",Financial,REIT - Hotel/Motel,USA,3280000000,13.87,14.45,-3.28%,"2,591,754"
3380,SHOP,Shopify Inc.,Technology,Application Software,Canada,22300000000,-,203.96,1.86%,"1,248,203"
3381,SHW,The Sherwin-Williams Company,Basic Materials,Specialty Chemicals,USA,40680000000,38.35,443.74,-0.60%,"388,206"
3384,SID,Companhia Siderurgica Nacional,Basic Materials,Steel & Iron,Brazil,6090000000,4.48,4.30,-2.93%,"3,062,697"
3385,SIF,"SIFCO Industries, Inc.",Industrial Goods,Metal Fabrication,USA,17370000,-,2.88,0.70%,43
3386,SIG,Signet Jewelers Limited,Services,Jewelry Stores,Bermuda,1380000000,-,25.31,-2.50%,"2,343,751"
3390,SILV,SilverCrest Metals Inc.,Basic Materials,Industrial Metals & Minerals,Canada,258900000,-,3.50,3.24%,"46,495"
3391,SIM,"Grupo Simec, S.A.B. de C.V.",Basic Materials,Steel & Iron,Mexico,1510000000,7.63,9.07,0.78%,"3,062"
3392,SITC,SITE Centers Corp.,Financial,REIT - Retail,USA,2400000000,-,13.44,-1.75%,"649,092"
3393,SITE,"SiteOne Landscape Supply, Inc.",Industrial Goods,Small Tools & Accessories,USA,2360000000,33.40,57.79,-3.92%,"293,474"
3395,SIX,Six Flags Entertainment Corporation,Services,General Entertainment,USA,4220000000,15.60,50.31,0.26%,"1,302,593"
3398,SJI,"South Jersey Industries, Inc.",Utilities,Gas Utilities,USA,2850000000,117.11,31.15,-1.77%,"434,616"
3399,SJM,The J. M. Smucker Company,Consumer Goods,Processed & Packaged Goods,USA,13490000000,21.57,119.48,1.27%,"1,167,861"
3401,SJR,Shaw Communications Inc.,Services,CATV Systems,Canada,10300000000,113.90,20.16,-3.49%,"1,368,427"
3402,SJT,San Juan Basin Royalty Trust,Basic Materials,Independent Oil & Gas,USA,246530000,13.86,5.35,-1.83%,"123,949"
3403,SJW,SJW Group,Utilities,Water Utilities,USA,1730000000,33.94,61.94,0.34%,"99,065"
3405,SKM,"SK Telecom Co., Ltd.",Technology,Wireless Communications,South Korea,17190000000,5.53,23.83,-0.58%,"499,475"
3406,SKT,"Tanger Factory Outlet Centers, Inc.",Financial,REIT - Retail,USA,1860000000,44.96,20.05,-1.28%,"1,125,435"
3407,SKX,"Skechers U.S.A., Inc.",Consumer Goods,Textile - Apparel Footwear & Accessories,USA,5410000000,18.37,34.02,-1.42%,"1,044,062"
3408,SKY,Skyline Champion Corporation,Industrial Goods,Manufactured Housing,USA,1110000000,-,19.92,-4.00%,"491,210"
3409,SLB,Schlumberger Limited,Basic Materials,Oil & Gas Equipment & Services,USA,63130000000,29.69,45.58,-1.28%,"7,577,468"
3410,SLCA,"U.S. Silica Holdings, Inc.",Basic Materials,Industrial Metals & Minerals,USA,1220000000,-,17.23,-1.54%,"1,583,209"
3411,SLF,Sun Life Financial Inc.,Financial,Property & Casualty Insurance,Canada,23630000000,12.69,39.38,-0.88%,"347,718"
3412,SLG,SL Green Realty Corp.,Financial,REIT - Retail,USA,7520000000,34.48,89.92,-2.34%,"562,979"
3419,SM,SM Energy Company,Basic Materials,Independent Oil & Gas,USA,1900000000,3.95,17.72,-2.90%,"1,846,539"
3420,SMAR,Smartsheet Inc.,Technology,Business Software & Services,USA,4090000000,-,38.22,0.29%,"1,149,821"
3423,SMFG,"Sumitomo Mitsui Financial Group, Inc.",Financial,Foreign Regional Banks,Japan,49490000000,7.72,7.15,-1.38%,"1,285,200"
3424,SMG,The Scotts Miracle-Gro Company,Basic Materials,Agricultural Chemicals,USA,4460000000,72.86,80.87,0.15%,"348,705"
3428,SMI,Semiconductor Manufacturing International Corporation,Technology,Semiconductor - Integrated Circuits,China,5090000000,37.91,5.08,-2.12%,"162,389"
3431,SMLP,"Summit Midstream Partners, LP",Basic Materials,Oil & Gas Pipelines,USA,713570000,196.25,9.42,-0.63%,"177,066"
3436,SMP,"Standard Motor Products, Inc.",Consumer Goods,Auto Parts,USA,1150000000,20.92,51.86,-1.63%,"91,116"
3437,SMTA,Spirit MTA REIT,Financial,REIT - Diversified,USA,282820000,-,6.60,0.15%,"98,808"
3438,SMTS,Sierra Metals Inc.,Basic Materials,Industrial Metals & Minerals,Canada,254900000,13.57,1.56,3.31%,"16,646"
3439,SNA,Snap-on Incorporated,Industrial Goods,Small Tools & Accessories,USA,8740000000,13.17,157.24,-1.75%,"736,410"
3440,SNAP,Snap Inc.,Technology,Internet Software & Services,USA,15540000000,-,12.35,0.65%,"26,261,312"
3441,SNDR,"Schneider National, Inc.",Services,Trucking,USA,3780000000,13.99,21.34,-0.61%,"400,847"
3442,SNE,Sony Corporation,Consumer Goods,Electronic Equipment,Japan,57010000000,8.24,46.19,-0.88%,"4,273,339"
3443,SNMP,Sanchez Midstream Partners LP,Basic Materials,Oil & Gas Pipelines,USA,41710000,-,2.48,-0.80%,"86,737"
3444,SNN,Smith & Nephew plc,Healthcare,Medical Appliances & Equipment,United Kingdom,17370000000,26.27,39.78,0.15%,"285,793"
3445,SNP,China Petroleum & Chemical Corporation,Basic Materials,Major Integrated Oil & Gas,China,103470000000,10.53,79.84,-1.49%,"168,103"
3446,SNR,New Senior Investment Group Inc.,Financial,REIT - Diversified,USA,437520000,-,5.35,-2.01%,"691,264"
3447,SNV,Synovus Financial Corp.,Financial,Regional - Mid-Atlantic Banks,USA,5540000000,10.34,34.97,-1.66%,"1,346,080"
3448,SNX,SYNNEX Corporation,Services,Business Services,USA,5190000000,12.90,102.64,-1.43%,"249,717"
3449,SO,The Southern Company,Utilities,Electric Utilities,USA,53280000000,24.25,51.95,0.85%,"3,972,466"
3450,SOGO,Sogou Inc.,Technology,Internet Information Providers,China,2360000000,24.24,6.06,-0.49%,"729,206"
3451,SOI,"Solaris Oilfield Infrastructure, Inc.",Basic Materials,Oil & Gas Equipment & Services,USA,786390000,10.19,16.58,-1.78%,"281,535"
3456,SOL,ReneSola Ltd,Technology,Semiconductor - Specialized,China,63950000,9.77,1.68,1.82%,"44,314"
3457,SON,Sonoco Products Company,Consumer Goods,Packaging & Containers,USA,6180000000,19.71,61.88,-0.35%,"339,604"
3458,SOR,"Source Capital, Inc.",Financial,Closed-End Fund - Equity,USA,311040000,-,36.55,-0.24%,"6,872"
3463,SPAQ,Spartan Energy Acquisition Corp.,Financial,Asset Management,USA,542620000,258.68,9.83,-0.10%,600
3464,SPB,"Spectrum Brands Holdings, Inc.",Consumer Goods,Personal Products,USA,2810000000,9.59,57.51,-0.33%,"276,027"
3468,SPE,"Special Opportunities Fund, Inc.",Financial,Closed-End Fund - Equity,USA,114860000,-,13.51,-0.51%,"12,989"
3471,SPG,"Simon Property Group, Inc.",Financial,REIT - Retail,USA,56470000000,23.20,182.57,-0.49%,"709,452"
3472,SPGI,S&P Global Inc.,Services,Business Services,USA,53440000000,27.78,214.81,0.54%,"990,080"
3473,SPH,"Suburban Propane Partners, L.P.",Utilities,Gas Utilities,USA,1390000000,20.96,22.78,-0.35%,"89,827"
3480,SPLP,Steel Partners Holdings L.P.,Conglomerates,Conglomerates,USA,350310000,-,13.99,-0.43%,"1,581"
3484,SPN,"Superior Energy Services, Inc.",Basic Materials,Oil & Gas Equipment & Services,USA,775080000,-,4.99,-0.80%,"2,803,757"
3485,SPOT,Spotify Technology S.A.,Services,Broadcasting - Radio,Luxembourg,25380000000,-,141.34,-0.66%,"907,101"
3487,SPR,"Spirit AeroSystems Holdings, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,9000000000,14.93,84.05,-1.20%,"1,459,832"
3496,SPXC,SPX Corporation,Industrial Goods,Diversified Machinery,USA,1540000000,19.88,35.12,-1.93%,"273,028"
3504,SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,Financial,Closed-End Fund - Equity,USA,257860000,-,15.60,-1.70%,"44,714"
3511,SQ,"Square, Inc.",Technology,Internet Software & Services,USA,31100000000,-,74.60,-0.53%,"7,236,088"
3512,SQM,Sociedad Quimica y Minera de Chile S.A.,Basic Materials,Chemicals - Major Diversified,Chile,9950000000,23.05,38.51,-0.39%,"267,112"
3513,SQNS,Sequans Communications S.A.,Technology,Semiconductor - Integrated Circuits,France,100470000,-,1.08,-1.82%,"82,020"
3514,SR,Spire Inc.,Utilities,Gas Utilities,USA,4070000000,24.35,81.55,-0.61%,"127,040"
3515,SRC,"Spirit Realty Capital, Inc.",Financial,REIT - Diversified,USA,3450000000,25.17,40.14,-0.74%,"1,426,977"
3516,SRCI,SRC Energy Inc.,Basic Materials,Industrial Metals & Minerals,USA,1430000000,5.53,5.91,-2.96%,"3,012,863"
3517,SRE,Sempra Energy,Utilities,Diversified Utilities,USA,35090000000,38.23,127.89,0.08%,"1,647,484"
3519,SRG,Seritage Growth Properties,Financial,REIT - Diversified,USA,1650000000,-,44.98,-0.82%,"86,364"
3520,SRI,"Stoneridge, Inc.",Consumer Goods,Auto Parts,USA,842520000,16.24,30.46,-0.94%,"341,468"
3522,SRLP,Sprague Resources LP,Basic Materials,Oil & Gas Refining & Marketing,USA,415490000,5.90,18.64,-0.21%,"33,806"
3524,SRT,"StarTek, Inc.",Services,Business Services,USA,281750000,-,7.44,-1.72%,"166,502"
3528,SSD,"Simpson Manufacturing Co., Inc.",Industrial Goods,Small Tools & Accessories,USA,2720000000,22.78,61.25,-1.40%,"128,045"
3530,SSI,"Stage Stores, Inc.",Services,Apparel Stores,USA,28900000,-,1.06,-0.93%,"53,021"
3531,SSL,Sasol Limited,Basic Materials,Major Integrated Oil & Gas,South Africa,20650000000,17.43,32.98,-0.48%,"225,931"
3533,SSTK,"Shutterstock, Inc.",Services,Business Services,USA,1640000000,30.36,46.94,-0.76%,"118,634"
3534,SSW,Seaspan Corporation,Services,Shipping,Hong Kong,1920000000,6.93,9.20,-0.54%,"477,047"
3535,SSY,"SunLink Health Systems, Inc.",Healthcare,Hospitals,USA,11320000,-,1.59,0.00%,582
3536,ST,Sensata Technologies Holding plc,Technology,Scientific & Technical Instruments,Netherlands,7790000000,13.38,47.57,-2.36%,"480,184"
3537,STAG,"STAG Industrial, Inc.",Financial,REIT - Industrial,USA,3450000000,38.14,29.18,-0.51%,"772,624"
3538,STAR,iStar Inc.,Financial,REIT - Diversified,USA,695470000,-,8.47,-1.28%,"740,788"
3539,STC,Stewart Information Services Corporation,Financial,Property & Casualty Insurance,USA,1020000000,21.57,43.29,-0.53%,"169,404"
3540,STE,STERIS plc,Healthcare,Medical Instruments & Supplies,USA,10660000000,38.99,125.70,0.14%,"291,475"
3541,STG,Sunlands Technology Group,Services,Education & Training Services,China,656830000,-,3.44,-0.29%,"25,521"
3542,STI,"SunTrust Banks, Inc.",Financial,Money Center Banks,USA,27110000000,10.87,61.07,-1.36%,"2,427,877"
3545,STL,Sterling Bancorp,Financial,Money Center Banks,USA,4150000000,10.08,19.69,-1.94%,"1,526,484"
3546,STM,STMicroelectronics N.V.,Technology,Semiconductor - Broad Line,Switzerland,15540000000,12.48,17.44,-1.02%,"3,381,634"
3547,STN,Stantec Inc.,Services,Business Services,Canada,2700000000,21.51,24.24,-0.66%,"6,310"
3548,STNG,Scorpio Tankers Inc.,Services,Shipping,Monaco,1020000000,-,20.02,-1.72%,"1,393,296"
3549,STON,StoneMor Partners L.P.,Services,Personal Services,USA,141190000,-,3.74,0.54%,"11,197"
3550,STOR,STORE Capital Corporation,Financial,REIT - Diversified,USA,7250000000,39.56,33.03,-0.39%,"679,699"
3552,STT,State Street Corporation,Financial,Asset Management,USA,25940000000,10.81,68.43,-1.04%,"1,358,835"
3553,STWD,"Starwood Property Trust, Inc.",Financial,REIT - Diversified,USA,6310000000,15.82,22.54,-0.44%,"1,637,575"
3554,STZ,"Constellation Brands, Inc.",Consumer Goods,Beverages - Wineries & Distillers,USA,35890000000,15.18,190.89,-0.75%,"1,917,902"
3555,STZ-B,"Constellation Brands, Inc.",Consumer Goods,Beverages - Wineries & Distillers,USA,4490000000,12.14,192.55,0.00%,253
3556,SU,Suncor Energy Inc.,Basic Materials,Independent Oil & Gas,Canada,52960000000,22.01,33.12,-1.49%,"2,682,005"
3558,SUI,"Sun Communities, Inc.",Financial,REIT - Residential,USA,10230000000,91.74,118.90,-0.77%,"270,466"
3559,SUM,"Summit Materials, Inc.",Industrial Goods,General Building Materials,USA,1740000000,32.67,14.80,-3.27%,"1,430,811"
3560,SUN,Sunoco LP,Basic Materials,Oil & Gas Refining & Marketing,USA,2540000000,-,30.65,-1.10%,"442,067"
3561,SUP,"Superior Industries International, Inc.",Consumer Goods,Auto Parts,USA,141030000,43.86,5.57,-4.62%,"296,950"
3562,SUPV,Grupo Supervielle S.A.,Financial,Foreign Regional Banks,Argentina,390440000,9.21,5.97,-6.28%,"1,820,980"
3564,SUZ,Suzano S.A.,Consumer Goods,Paper & Paper Products,Brazil,25230000000,-,23.07,-2.33%,"42,128"
3565,SVM,Silvercorp Metals Inc.,Basic Materials,Silver,Canada,441330000,11.12,2.58,2.38%,"312,403"
3566,SVT,"Servotronics, Inc.",Industrial Goods,Industrial Electrical Equipment,USA,34310000,9.00,13.30,-0.21%,"3,332"
3569,SWCH,"Switch, Inc.",Technology,Information Technology Services,USA,2590000000,123.14,10.59,-1.21%,"751,572"
3570,SWI,SolarWinds Corporation,Technology,Application Software,USA,5880000000,-,18.76,2.12%,"698,952"
3571,SWK,"Stanley Black & Decker, Inc.",Industrial Goods,Machine Tools & Accessories,USA,21500000000,26.76,141.87,-1.48%,"1,430,603"
3572,SWM,"Schweitzer-Mauduit International, Inc.",Consumer Goods,Paper & Paper Products,USA,1150000000,13.87,37.32,-2.33%,"182,359"
3573,SWN,Southwestern Energy Company,Basic Materials,Independent Oil & Gas,USA,2720000000,5.16,4.82,1.05%,"16,202,427"
3574,SWP,"Stanley Black & Decker, Inc. CORP UNIT 2017",Industrial Goods,Machine Tools & Accessories,USA,15360000000,15.30,100.26,-0.93%,"14,751"
3575,SWX,"Southwest Gas Holdings, Inc.",Utilities,Gas Utilities,USA,4300000000,24.21,82.13,-1.14%,"139,232"
3576,SWZ,The Swiss Helvetia Fund Inc.,Financial,Closed-End Fund - Foreign,USA,101230000,-,7.63,-0.13%,"26,260"
3577,SXC,"SunCoke Energy, Inc.",Basic Materials,Nonmetallic Mineral Mining,USA,574540000,22.20,8.88,-2.84%,"720,156"
3578,SXCP,"SunCoke Energy Partners, L.P.",Basic Materials,Nonmetallic Mineral Mining,USA,582880000,10.61,12.93,-2.34%,"163,577"
3579,SXI,Standex International Corporation,Industrial Goods,Industrial Equipment & Components,USA,919810000,16.35,73.35,-2.85%,"78,549"
3580,SXT,Sensient Technologies Corporation,Basic Materials,Specialty Chemicals,USA,2850000000,19.61,67.74,-1.47%,"167,742"
3582,SYF,Synchrony Financial,Financial,Credit Services,USA,23040000000,8.62,32.27,-0.83%,"4,668,566"
3584,SYK,Stryker Corporation,Healthcare,Medical Appliances & Equipment,USA,72540000000,37.37,195.97,0.12%,"701,925"
3585,SYN,"Synthetic Biologics, Inc.",Healthcare,Biotechnology,USA,10210000,-,0.64,-2.14%,"409,723"
3587,SYX,Systemax Inc.,Technology,Technical & System Software,USA,834000000,14.44,22.62,-4.56%,"48,919"
3588,SYY,Sysco Corporation,Services,Food Wholesale,USA,34680000000,23.70,66.96,-0.42%,"1,366,972"
3593,T,AT&T Inc.,Technology,Telecom Services - Domestic,USA,231870000000,11.46,31.75,-1.98%,"26,779,028"
3594,TAC,TransAlta Corporation,Utilities,Diversified Utilities,Canada,2110000000,-,7.38,-0.27%,"124,956"
3596,TAK,Takeda Pharmaceutical Company Limited,Healthcare,Drugs - Generic,Japan,15490000000,24.34,19.75,-0.30%,"1,384,405"
3597,TAL,TAL Education Group,Services,Education & Training Services,USA,21070000000,63.77,36.92,0.71%,"2,924,389"
3598,TALO,Talos Energy Inc.,Basic Materials,Independent Oil & Gas,USA,1400000000,2.12,26.53,0.42%,"226,133"
3601,TAP,Molson Coors Brewing Company,Consumer Goods,Beverages - Brewers,USA,12950000000,11.55,59.55,-2.04%,"1,428,933"
3602,TAP-A,Molson Coors Brewing Company,Consumer Goods,Beverages - Brewers,USA,153870000,11.67,60.09,-3.84%,81
3603,TARO,Taro Pharmaceutical Industries Ltd.,Healthcare,Drug Manufacturers - Other,Israel,4160000000,13.47,106.25,0.07%,"59,401"
3604,TAT,TransAtlantic Petroleum Ltd.,Basic Materials,Oil & Gas Drilling & Exploration,USA,44650000,-,0.86,-1.67%,"23,409"
3607,TBI,"TrueBlue, Inc.",Services,Staffing & Outsourcing Services,USA,964910000,14.88,24.25,-0.90%,"216,959"
3610,TCF,TCF Financial Corporation,Financial,Regional - Midwest Banks,USA,3530000000,12.40,21.57,-1.95%,"864,143"
3611,TCI,"Transcontinental Realty Investors, Inc.",Financial,REIT - Diversified,USA,283240000,1.60,33.05,2.48%,"2,298"
3612,TCO,"Taubman Centers, Inc.",Financial,REIT - Retail,USA,3200000000,56.19,53.27,-1.13%,"154,397"
3613,TCP,"TC PipeLines, LP",Basic Materials,Oil & Gas Pipelines,USA,2580000000,-,36.34,0.44%,"114,418"
3614,TCS,"The Container Store Group, Inc.",Services,"Specialty Retail, Other",USA,425770000,30.80,8.50,-2.75%,"187,161"
3615,TD,The Toronto-Dominion Bank,Financial,Money Center Banks,Canada,101090000000,12.24,55.34,-1.74%,"1,041,068"
3616,TDC,Teradata Corporation,Technology,Data Storage Devices,USA,5090000000,217.45,43.49,-0.84%,"696,884"
3617,TDF,"Templeton Dragon Fund, Inc.",Financial,Closed-End Fund - Foreign,Singapore,687240000,-,20.30,-0.29%,"22,570"
3618,TDG,TransDigm Group Incorporated,Industrial Goods,Aerospace/Defense Products & Services,USA,24060000000,30.81,454.37,-1.72%,"300,521"
3619,TDOC,"Teladoc Health, Inc.",Technology,Healthcare Information Services,USA,3860000000,-,55.93,-1.98%,"1,163,982"
3620,TDS,"Telephone and Data Systems, Inc.",Technology,Wireless Communications,USA,3390000000,30.49,31.74,-0.50%,"511,488"
3623,TDW,Tidewater Inc.,Basic Materials,Oil & Gas Equipment & Services,USA,849560000,-,23.54,-2.49%,"253,079"
3624,TDY,Teledyne Technologies Incorporated,Technology,Scientific & Technical Instruments,USA,8880000000,27.29,245.56,-0.82%,"146,684"
3625,TECK,Teck Resources Limited,Basic Materials,Industrial Metals & Minerals,Canada,13600000000,6.03,24.18,-2.30%,"2,899,920"
3628,TEF,"Telefonica, S.A.",Technology,Telecom Services - Foreign,Spain,43810000000,13.01,8.34,-0.95%,"1,013,905"
3629,TEI,Templeton Emerging Markets Income Fund,Financial,Closed-End Fund - Debt,USA,495820000,-,10.33,-0.39%,"96,755"
3630,TEL,TE Connectivity Ltd.,Technology,Diversified Electronics,Switzerland,28880000000,9.94,85.30,-1.58%,"971,143"
3631,TEN,Tenneco Inc.,Consumer Goods,Auto Parts,USA,1940000000,12.27,24.01,-2.24%,"833,024"
3632,TEO,Telecom Argentina S.A.,Technology,Diversified Communication Services,Argentina,1790000000,50.64,14.33,-0.42%,"157,163"
3635,TEVA,Teva Pharmaceutical Industries Limited,Healthcare,Drug Manufacturers - Other,Israel,15780000000,-,14.55,-3.26%,"16,975,756"
3636,TEX,Terex Corporation,Industrial Goods,Farm & Construction Machinery,USA,2290000000,21.81,32.47,-2.70%,"534,028"
3639,TFX,Teleflex Incorporated,Healthcare,Medical Instruments & Supplies,USA,13970000000,72.30,303.36,0.00%,"102,553"
3640,TG,Tredegar Corporation,Consumer Goods,Rubber & Plastics,USA,556380000,22.81,17.13,-3.06%,"56,049"
3641,TGB,Taseko Mines Limited,Basic Materials,Industrial Metals & Minerals,Canada,134370000,-,0.59,-0.56%,"398,780"
3642,TGC,"Tengasco, Inc.",Basic Materials,Independent Oil & Gas,USA,11610000,26.19,1.10,-0.90%,"19,062"
3643,TGE,"Tallgrass Energy, LP",Basic Materials,Oil & Gas Equipment & Services,USA,6870000000,23.19,24.54,-1.05%,"613,108"
3644,TGH,Textainer Group Holdings Limited,Services,Rental & Leasing Services,Bermuda,572010000,11.67,10.22,-0.68%,"118,779"
3645,TGI,"Triumph Group, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,1060000000,-,21.28,-5.46%,"738,195"
3646,TGNA,TEGNA Inc.,Services,Broadcasting - TV,USA,3190000000,7.98,14.74,-0.61%,"1,915,206"
3647,TGP,Teekay LNG Partners L.P.,Services,Shipping,Bermuda,1180000000,472.19,15.11,-0.53%,"123,376"
3648,TGS,Transportadora de Gas del Sur S.A.,Utilities,Gas Utilities,Argentina,899510000,7.03,11.80,-5.83%,"239,622"
3649,TGT,Target Corporation,Services,"Discount, Variety Stores",USA,41870000000,14.86,80.66,-1.55%,"4,863,755"
3650,THC,Tenet Healthcare Corporation,Healthcare,Hospitals,USA,3090000000,29.08,30.48,-0.55%,"740,639"
3652,THG,"The Hanover Insurance Group, Inc.",Financial,Property & Casualty Insurance,USA,4620000000,20.58,114.11,-1.22%,"106,293"
3653,THM,International Tower Hill Mines Ltd.,Basic Materials,Gold,Canada,97990000,-,0.52,3.70%,"67,229"
3654,THO,"Thor Industries, Inc.",Consumer Goods,Recreational Vehicles,USA,3530000000,14.50,64.50,-2.64%,"644,690"
3656,THR,"Thermon Group Holdings, Inc.",Industrial Goods,Diversified Machinery,USA,820740000,37.75,25.18,-0.43%,"64,542"
3657,THS,"TreeHouse Foods, Inc.",Consumer Goods,Processed & Packaged Goods,USA,3500000000,-,62.59,-0.56%,"339,643"
3659,TI,Telecom Italia S.p.A.,Technology,Diversified Communication Services,Italy,12520000000,-,6.01,0.17%,"89,181"
3661,TIER,"TIER REIT, Inc.",Financial,REIT - Office,USA,1530000000,-,28.20,-1.47%,"472,951"
3662,TIF,Tiffany & Co.,Services,Jewelry Stores,USA,12820000000,23.07,105.72,-0.84%,"1,068,830"
3666,TISI,"Team, Inc.",Services,Business Services,USA,541250000,-,17.81,-1.06%,"236,182"
3667,TJX,"The TJX Companies, Inc.",Services,Department Stores,USA,66540000000,22.14,53.82,-0.94%,"4,155,307"
3668,TK,Teekay Corporation,Services,Shipping,Bermuda,415560000,-,4.34,-5.24%,"422,774"
3669,TKAT,"Takung Art Co., Ltd.",Services,"Specialty Retail, Other",Hong Kong,11240000,-,0.94,5.51%,"36,637"
3670,TKC,Turkcell Iletisim Hizmetleri A.S.,Technology,Wireless Communications,Turkey,4970000000,13.20,5.45,0.18%,"272,770"
3671,TKR,The Timken Company,Industrial Goods,Machine Tools & Accessories,USA,3480000000,12.03,46.52,-1.00%,"670,522"
3675,TLI,Western Asset Corporate Loan Fund Inc.,Financial,Closed-End Fund - Debt,USA,94520000,17.23,9.51,-0.21%,"14,627"
3676,TLK,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,Technology,Diversified Communication Services,Indonesia,27490000000,21.10,27.68,-0.57%,"228,081"
3677,TLRA,"Telaria, Inc.",Technology,Application Software,USA,343790000,-,6.84,1.94%,"1,128,048"
3678,TLRD,"Tailored Brands, Inc.",Services,Apparel Stores,USA,403020000,5.18,7.87,-2.84%,"1,420,829"
3681,TLYS,"Tilly's, Inc.",Services,Apparel Stores,USA,321980000,13.24,11.08,-0.81%,"223,198"
3682,TM,Toyota Motor Corporation,Consumer Goods,Auto Manufacturers - Major,Japan,197520000000,10.54,122.06,-0.15%,"104,083"
3683,TME,Tencent Music Entertainment Group,Technology,Internet Information Providers,China,28930000000,105.63,17.64,-3.76%,"4,518,295"
3685,TMHC,Taylor Morrison Home Corporation,Industrial Goods,Residential Construction,USA,1980000000,10.23,18.51,-0.54%,"1,007,836"
3686,TMK,Torchmark Corporation,Financial,Life Insurance,USA,9210000000,13.85,84.22,-1.45%,"376,005"
3687,TMO,Thermo Fisher Scientific Inc.,Healthcare,Medical Laboratories & Research,USA,111680000000,38.39,277.80,-0.22%,"1,242,754"
3688,TMP,Tompkins Financial Corporation,Financial,Regional - Northeast Banks,USA,1160000000,14.34,76.73,-2.16%,"22,347"
3689,TMQ,Trilogy Metals Inc.,Basic Materials,Industrial Metals & Minerals,Canada,330200000,-,2.51,0.40%,"52,571"
3690,TMST,TimkenSteel Corporation,Basic Materials,Steel & Iron,USA,500860000,-,11.18,-5.25%,"218,989"
3693,TNC,Tennant Company,Industrial Goods,Diversified Machinery,USA,1100000000,33.79,61.46,0.13%,"107,305"
3694,TNET,"TriNet Group, Inc.",Services,Business Services,USA,4160000000,22.63,59.92,-1.17%,"303,758"
3695,TNK,Teekay Tankers Ltd.,Services,Shipping,Bermuda,253020000,-,0.98,-1.42%,"500,320"
3696,TNP,Tsakos Energy Navigation Limited,Services,Shipping,Greece,283860000,-,3.21,-0.31%,"65,349"
3699,TOL,"Toll Brothers, Inc.",Industrial Goods,Residential Construction,USA,5370000000,7.78,37.25,-1.61%,"1,046,784"
3701,TOO,Teekay Offshore Partners L.P.,Services,Shipping,Bermuda,522680000,-,1.48,-3.90%,"236,584"
3702,TOT,TOTAL S.A.,Basic Materials,Major Integrated Oil & Gas,France,147250000000,13.53,56.44,-1.09%,"710,010"
3704,TOWR,"Tower International, Inc.",Consumer Goods,Auto Parts,USA,474880000,6.24,22.93,-1.29%,"107,987"
3705,TPB,"Turning Point Brands, Inc.",Consumer Goods,"Tobacco Products, Other",USA,842600000,42.86,42.99,-0.74%,"70,584"
3706,TPC,Tutor Perini Corporation,Industrial Goods,Heavy Construction,USA,913200000,11.34,18.74,-1.37%,"304,993"
3707,TPGH,TPG Pace Holdings Corp.,Conglomerates,Conglomerates,USA,460350000,83.85,10.23,-0.10%,104
3708,TPH,"TRI Pointe Group, Inc.",Industrial Goods,Residential Construction,USA,1930000000,7.48,13.62,-1.23%,"1,106,783"
3709,TPHS,Trinity Place Holdings Inc.,Financial,REIT - Diversified,USA,132100000,-,4.26,0.24%,"14,921"
